BackendId,Version,N,Precision,Reference,TimeMs,GFLOPS,RatioToReference,Matched,Trial
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.00589728,45518.5,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.00826496,32478.7,0.691304,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.01232,21788.6,0.464156,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123194,21789.7,0.466596,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0102861,26097,0.555905,1,8
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102762,26122.2,0.555414,1,8
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102714,26134.4,0.585738,1,8
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.0056752,47299.7,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.00827584,32436,0.689158,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123277,21775,0.472303,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.012328,21774.5,0.467774,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0102694,26139.2,0.552786,1,9
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102858,26097.8,0.550384,1,9
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.010264,26153.1,0.558504,1,9
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.00636736,42158,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0082672,32469.9,0.688369,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.012327,21776.1,0.468278,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123504,21735,0.470838,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0102778,26118.1,0.553179,1,10
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102813,26109.1,0.560241,1,10
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0103085,26040.3,0.554355,1,10
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208858,102820,1,1,1
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204902,104805,1.02588,1,1
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0605878,35444.1,0.344713,1,1
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0606086,35432,0.344944,1,1
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307587,69817.1,0.679227,1,1
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.024584,87352.9,0.849919,1,1
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225667,95161.5,0.928121,1,1
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208752,102872,1,1,2
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205216,104645,1.01865,1,2
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060609,35431.8,0.344926,1,2
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607517,35348.5,0.344216,1,2
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307587,69817.1,0.679581,1,2
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245843,87351.8,0.84871,1,2
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225568,95203.4,0.929394,1,2
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208816,102841,1,1,3
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205005,104753,1.02215,1,3
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0605978,35438.3,0.346078,1,3
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0610592,35170.5,0.352471,1,3
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307594,69815.6,0.678381,1,3
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.024585,87349.5,0.917673,1,3
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225664,95162.9,0.927595,1,3
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0209085,102709,1,1,4
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204902,104805,1.01848,1,4
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607523,35348.2,0.343859,1,4
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0605875,35444.3,0.345888,1,4
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0320067,67094.8,0.680107,1,4
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245731,87391.6,0.849488,1,4
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225568,95203.4,0.924925,1,4
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0209242,102632,1,1,5
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205005,104753,1.02198,1,5
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0600659,35752.1,0.347698,1,5
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060895,35265.3,0.342869,1,5
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307587,69817.1,0.67827,1,5
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245738,87389.3,0.850064,1,5
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.022567,95160.2,0.924562,1,5
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.020961,102452,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204909,104802,1.01785,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0608333,35301.1,0.345337,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0605779,35449.9,0.34412,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.030759,69816.3,0.679418,1,6
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245843,87351.8,0.847513,1,6
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225568,95203.4,0.925777,1,6
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208605,102945,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205005,104753,1.01971,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607709,35337.4,0.343954,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060209,35667.2,0.347467,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307581,69818.5,0.678482,1,7
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245843,87351.8,0.850311,1,7
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225568,95203.4,0.925167,1,7
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.020913,102687,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205008,104751,1.01772,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0604147,35545.7,0.345579,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0608954,35265.1,0.342216,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307379,69864.3,0.679468,1,8
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245843,87351.8,0.851118,1,8
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.022567,95160.2,0.928604,1,8
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.020929,102608,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204902,104805,1.01824,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0605782,35449.8,0.35257,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607414,35354.5,0.343373,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307594,69815.6,0.699375,1,9
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245738,87389.3,0.876512,1,9
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225674,95158.8,0.926251,1,9
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0209056,102723,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205107,104701,1.0205,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607731,35336.1,0.343852,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060455,35522,0.345492,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.030759,69816.3,0.678325,1,10
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245738,87389.3,0.853997,1,10
tc5b,tc5b hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225536,95216.9,0.925922,1,10
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.132086,130065,1,1,1
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.118103,145465,1.12522,1,1
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345802,49681.2,0.379788,1,1
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.34653,49576.9,0.378481,1,1
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178614,96184.1,0.739472,1,1
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142958,120174,0.94551,1,1
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142475,120581,0.917731,1,1
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.132204,129949,1,1,2
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.117554,146145,1.12465,1,2
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345526,49720.9,0.381345,1,2
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346149,49631.5,0.381476,1,2
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.179162,95890.2,0.731432,1,2
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14353,119695,0.912104,1,2
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143469,119746,0.918158,1,2
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.133317,128865,1,1,3
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.121025,141953,1.08991,1,3
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346082,49641,0.379744,1,3
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346745,49546.1,0.378039,1,3
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178953,96002.3,0.733457,1,3
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142966,120167,0.918361,1,3
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142437,120614,0.927273,1,3
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.13138,130764,1,1,4
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.112014,153373,1.17078,1,4
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346232,49619.5,0.379465,1,4
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.348926,49236.4,0.377887,1,4
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.179751,95575.9,0.736662,1,4
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.146768,117055,0.897974,1,4
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143502,119719,0.925179,1,4
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.132568,129593,1,1,5
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.117369,146375,1.11937,1,5
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345413,49737.2,0.381381,1,5
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346571,49571.1,0.378636,1,5
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.177642,96710.9,0.742178,1,5
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14307,120080,0.914682,1,5
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142099,120901,0.920882,1,5
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.130645,131500,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.110775,155088,1.186,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345813,49679.6,0.383346,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346273,49613.7,0.38394,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178052,96488,0.736431,1,6
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143818,119455,0.915983,1,6
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143317,119873,0.918277,1,6
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131411,130734,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.125418,136981,1.04505,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346345,49603.3,0.384006,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346458,49587.1,0.380636,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.180252,95310,0.729752,1,7
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14346,119753,0.916433,1,7
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143593,119643,0.921231,1,7
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.13194,130210,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.11666,147264,1.13139,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345412,49737.3,0.381016,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346673,49556.4,0.378458,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.177846,96599.5,0.740605,1,8
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143092,120062,0.921219,1,8
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143685,119566,0.91607,1,8
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131402,130743,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.118977,144397,1.10741,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346171,49628.2,0.384181,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346873,49527.8,0.380757,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.179881,95506.9,0.730997,1,9
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143737,119523,0.914302,1,9
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143727,119531,0.909435,1,9
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131252,130892,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.114922,149492,1.14263,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345783,49684,0.383242,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346765,49543.2,0.378642,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178574,96206,0.739373,1,10
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143716,119540,0.911793,1,10
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142314,120718,0.926093,1,10
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.15505,63775.3,1,1,1
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.76993,49618.3,0.770346,1,1
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.91347,35119.5,0.525604,1,1
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.92797,34989.8,0.559058,1,1
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.60096,38167.4,0.58065,1,1
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.24064,61339,0.95577,1,1
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.03712,67467.2,1.03536,1,1
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.12176,64775.8,1,1,2
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.77194,49582.3,0.757951,1,2
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.91524,35103.6,0.524388,1,2
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95139,34782.4,0.530689,1,2
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.76211,36532.4,0.563285,1,2
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.12566,64657.1,1.0289,1,2
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.19319,62666.2,0.964947,1,2
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.13754,64297.7,1,1,3
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.78345,49377.3,0.753443,1,3
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.02469,34149,0.521192,1,3
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.98397,34498,0.528669,1,3
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.92207,35042.4,0.518466,1,3
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.16505,63480.7,0.943966,1,3
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.16708,63421.3,0.964854,1,3
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.13292,64436.9,1,1,4
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.67296,51418.3,0.820122,1,4
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.92869,34983.4,0.578239,1,4
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.90285,35215,0.566726,1,4
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.61151,38055.8,0.612859,1,4
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,1.99862,68766.9,1.07348,1,4
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.2056,62313.6,1.0081,1,4
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.1834,62947.1,1,1,5
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.7599,49798.5,0.771962,1,5
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.02148,34176.2,0.532787,1,5
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.97565,34570.2,0.516541,1,5
