BackendId,Version,N,Precision,Reference,TimeMs,GFLOPS,RatioToReference,Matched,Trial
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143147,120016,0.920173,1,9
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142693,120397,0.921972,1,9
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131693,130454,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.11569,148500,1.15247,1,10
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60742,3728.74,0.028437,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345629,49706,0.379305,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346578,49570,0.380803,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178082,96471.9,0.743375,1,10
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142948,120182,0.921607,1,10
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143871,119412,0.913976,1,10
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.11225,65067.6,1,1,1
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.75835,49826.6,0.753677,1,1
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5187,3763.52,0.0580503,1,1
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.0517,33921.3,0.624863,1,1
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.00952,34278.1,0.517469,1,1
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.66704,37479.5,0.554932,1,1
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.17891,63077,0.95525,1,1
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.02083,68011.1,1.03969,1,1
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.08409,65946.8,1,1,2
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.7498,49981.5,0.771885,1,2
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5127,3764.14,0.0570348,1,2
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.96931,34625.4,0.5344,1,2
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.99344,34416.1,0.51339,1,2
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.68167,37330.6,0.597891,1,2
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.29185,59968.5,0.917623,1,2
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.13982,64229.3,0.987736,1,2
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.07133,66353,1,1,3
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.67441,51390.4,0.777484,1,3
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.4934,3766.13,0.0567112,1,3
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95839,34720.9,0.61462,1,3
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95979,34708.7,0.533759,1,3
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.70151,37130.5,0.565912,1,3
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.14726,64006.5,0.97503,1,3
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.12184,64773.5,0.984129,1,3
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.08027,66067.7,1,1,4
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.67982,51286.7,0.770178,1,4
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5106,3764.36,0.056289,1,4
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95266,34771.3,0.517789,1,4
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.9238,35027,0.533258,1,4
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.86679,35543.4,0.531052,1,4
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.1512,63889.4,0.958836,1,4
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.27492,60414.7,0.904842,1,4
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.08257,65994.7,1,1,5
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.70179,50869.6,0.750004,1,5
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5134,3764.07,0.0554761,1,5
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.04125,34009,0.62486,1,5
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.99152,34432.7,0.513874,1,5
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.70108,37134.8,0.568595,1,5
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.0601,66714.7,0.999244,1,5
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.24077,61335.7,0.933504,1,5
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.07084,66368.8,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.65207,51823.4,0.798718,1,6
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5103,3764.39,0.0585766,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.00397,34325.7,0.637032,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.98541,34485.6,0.539411,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.48648,39420.5,0.612843,1,6
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.10757,65211.9,1.02248,1,6
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.09528,65594.7,1.01584,1,6
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.15763,63699.1,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.7488,49999.5,0.772334,1,7
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5105,3764.37,0.0570534,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.97765,34552.8,0.62948,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95513,34749.6,0.539726,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.63177,37843.5,0.582501,1,7
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.17159,63289.6,0.987951,1,7
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.28243,60216.1,0.943863,1,7
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.12835,64575.4,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.69286,51038.2,0.776544,1,8
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5028,3765.16,0.0589141,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95973,34709.1,0.632355,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95078,34787.8,0.637219,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.70774,37068.2,0.561044,1,8
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.0795,66092.1,1.0532,1,8
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.07142,66350.1,1.00953,1,8
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.11682,64927.2,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.77889,49458.3,0.73732,1,9
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.4976,3765.7,0.0554999,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.07241,33748.8,0.51548,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.08203,33669.3,0.518246,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.72824,36864.3,0.54593,1,9
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.22947,61646.4,0.923822,1,9
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.11314,65040.1,0.976536,1,9
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.0622,66646.9,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.83473,48484,0.778436,1,10
tc0,tc0 CUDA WMMA Tensor Core baseline,4096,fp16->fp32,cuBLAS Tensor Core,36.5236,3763.02,0.0562306,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.00968,34276.8,0.624417,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.05625,33883.3,0.524687,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.6888,37258.4,0.566193,1,10
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.14662,64025.7,0.973853,1,10
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.37536,57860.2,0.887875,1,10
