BackendId,Version,N,Precision,Reference,TimeMs,GFLOPS,RatioToReference,Matched,Trial
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123158,21796,0.467768,1,5
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0102854,26098.6,0.54365,1,5
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102858,26097.8,0.549109,1,5
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102758,26123,0.555151,1,5
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.00567968,47262.4,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0082576,32507.7,0.694633,1,6
tc0,tc0 CUDA WMMA Tensor Core baseline,512,fp16->fp32,cuBLAS Tensor Core,0.0960448,2794.9,0.0586493,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123216,21785.8,0.466225,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0122966,21830,0.460718,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.010337,25968.5,0.555304,1,6
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102608,26161.3,0.563106,1,6
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102717,26133.5,0.55198,1,6
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.00567584,47294.4,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.00828,32419.7,0.686068,1,7
tc0,tc0 CUDA WMMA Tensor Core baseline,512,fp16->fp32,cuBLAS Tensor Core,0.0949878,2826,0.0609526,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123238,21781.8,0.46518,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.012328,21774.5,0.464192,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0102861,26097,0.552109,1,7
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102723,26131.9,0.556494,1,7
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102829,26105.1,0.558318,1,7
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.005784,46410,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.00826848,32464.9,0.684198,1,8
tc0,tc0 CUDA WMMA Tensor Core baseline,512,fp16->fp32,cuBLAS Tensor Core,0.0948541,2829.98,0.0601109,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123149,21797.7,0.471832,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123178,21792.6,0.463175,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0102678,26143.3,0.572693,1,8
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102768,26120.5,0.55952,1,8
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.010281,26110,0.557956,1,8
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.005792,46345.9,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.00826848,32464.9,0.691358,1,9
tc0,tc0 CUDA WMMA Tensor Core baseline,512,fp16->fp32,cuBLAS Tensor Core,0.0949322,2827.66,0.0599198,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0122976,21828.3,0.469711,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0123005,21823.2,0.462863,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0103328,25979,0.550697,1,9
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0111843,24001.1,0.528311,1,9
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102957,26072.6,0.556194,1,9
cublas_tc,cuBLAS Tensor Core,512,fp16->fp32,cuBLAS Tensor Core,0.00574336,46738.4,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0082656,32476.2,0.695044,1,10
tc0,tc0 CUDA WMMA Tensor Core baseline,512,fp16->fp32,cuBLAS Tensor Core,0.0951843,2820.16,0.0604772,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.0122982,21827.1,0.471716,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,512,fp16->fp32,cuBLAS Tensor Core,0.01232,21788.6,0.468416,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,512,fp16->fp32,cuBLAS Tensor Core,0.0103213,26008,0.545297,1,10
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0103149,26024.1,0.560526,1,10
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,512,fp16->fp32,cuBLAS Tensor Core,0.0102848,26100.2,0.572838,1,10
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208669,102913,1,1,1
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204906,104804,1.02347,1,1
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.600511,3576.09,0.0348199,1,1
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0606595,35402.3,0.344944,1,1
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0608746,35277.2,0.343668,1,1
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307584,69817.8,0.678974,1,1
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.024584,87352.9,0.854488,1,1
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225562,95206.1,0.923349,1,1
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208906,102797,1,1,2
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205005,104753,1.01893,1,2
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.601454,3570.48,0.0347111,1,2
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0604045,35551.7,0.345977,1,2
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607123,35371.5,0.343791,1,2
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.030751,69834.5,0.678346,1,2
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.024584,87352.9,0.852288,1,2
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225664,95162.9,0.923681,1,2
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208842,102828,1,1,3
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204899,104807,1.02079,1,3
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.600318,3577.24,0.0348109,1,3
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060352,35582.6,0.34658,1,3
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060608,35432.3,0.345586,1,3
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.030759,69816.3,0.681124,1,3
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245741,87388.2,0.851603,1,3
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.022567,95160.2,0.924605,1,3
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0209264,102621,1,1,4
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204902,104805,1.01734,1,4
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.59955,3581.83,0.035552,1,4
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0601373,35709.7,0.347663,1,4
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0609571,35229.4,0.342436,1,4
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307594,69815.6,0.679837,1,4
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245734,87390.4,0.849268,1,4
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225667,95161.5,0.92554,1,4
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208829,102835,1,1,5
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205005,104753,1.02,1,5
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.60127,3571.58,0.0347196,1,5
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0604358,35533.3,0.346009,1,5
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0608026,35319,0.343138,1,5
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307587,69817.1,0.679123,1,5
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245715,87397.3,0.851288,1,5
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.022567,95160.2,0.926831,1,5
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208448,103023,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205005,104753,1.01859,1,6
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.600185,3578.04,0.0347242,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607722,35336.6,0.345179,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.060721,35366.4,0.344806,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.030759,69816.3,0.68024,1,6
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245933,87319.9,0.848856,1,6
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225571,95202,0.92355,1,6
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208698,102899,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0204893,104810,1.01974,1,7
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.600512,3576.09,0.0347554,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0604858,35504,0.354596,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0606387,35414.4,0.344202,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.030759,69816.3,0.678565,1,7
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245744,87387,0.851748,1,7
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225565,95204.7,0.926343,1,7
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208605,102945,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0205104,104702,1.01992,1,8
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.601016,3573.09,0.0349871,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0602298,35654.9,0.347283,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607318,35360.1,0.345429,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307693,69793.1,0.678849,1,8
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245846,87350.6,0.85086,1,8
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225571,95202,0.923863,1,8
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0208902,102798,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.020511,104699,1.01807,1,9
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.600543,3575.9,0.0347499,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0607414,35354.5,0.343984,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0600646,35752.9,0.347119,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307581,69818.5,0.677441,1,9
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0245738,87389.3,0.848971,1,9
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225562,95206.1,0.923405,1,9
cublas_tc,cuBLAS Tensor Core,1024,fp16->fp32,cuBLAS Tensor Core,0.0209341,102583,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.02048,104858,1.02081,1,10
tc0,tc0 CUDA WMMA Tensor Core baseline,1024,fp16->fp32,cuBLAS Tensor Core,0.600451,3576.45,0.0346417,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0602502,35642.7,0.346135,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,1024,fp16->fp32,cuBLAS Tensor Core,0.0606701,35396.1,0.344257,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,1024,fp16->fp32,cuBLAS Tensor Core,0.0307587,69817.1,0.678863,1,10
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0246045,87280.2,0.847456,1,10
tc5n,tc5n hybrid 2-SM overlapped M256N256K128 TCGen05 GEMM,1024,fp16->fp32,cuBLAS Tensor Core,0.0225776,95115.7,0.925165,1,10
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131671,130476,1,1,1
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.114945,149461,1.13819,1,1
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60605,3729.85,0.0284464,1,1
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345874,49670.9,0.379703,1,1
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346468,49585.7,0.381719,1,1
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178972,95991.7,0.738244,1,1
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.141843,121119,0.925775,1,1
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143143,120019,0.921855,1,1
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131684,130463,1,1,2
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.116983,146858,1.1344,1,2
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.6066,3729.41,0.0286188,1,2
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345853,49673.9,0.379056,1,2
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346499,49581.3,0.377593,1,2
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.181441,94685.7,0.720292,1,2
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143962,119336,0.911993,1,2
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143102,120053,0.914026,1,2
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.132063,130088,1,1,3
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.11861,144843,1.10812,1,3
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60685,3729.2,0.0285691,1,3
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.34614,49632.7,0.378941,1,3
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346724,49549.1,0.379791,1,3
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178757,96107.3,0.737931,1,3
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142723,120372,0.929149,1,3
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142621,120458,0.927248,1,3
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.133571,128620,1,1,4
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.118567,144896,1.11345,1,4
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60908,3727.4,0.0285468,1,4
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346479,49584.2,0.378335,1,4
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346449,49588.5,0.379538,1,4
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178809,96079.3,0.744844,1,4
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14255,120518,0.918825,1,4
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143645,119600,0.913373,1,4
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131068,131076,1,1,5
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.116971,146873,1.12856,1,5
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60442,3731.17,0.0288267,1,5
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.345967,49657.5,0.380544,1,5
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346858,49529.9,0.378934,1,5
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.177167,96969.7,0.743615,1,5
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.142181,120831,0.916528,1,5
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14305,120097,0.922507,1,5
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131209,130936,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.12574,136630,1.04697,1,6
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60578,3730.07,0.0286991,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346295,49610.5,0.382106,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346438,49590.1,0.377878,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.179308,95812,0.731034,1,6
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14301,120131,0.91999,1,6
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.14302,120122,0.913977,1,6
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.131886,130263,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.115085,149280,1.14206,1,7
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60636,3729.6,0.0287649,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346206,49623.2,0.380727,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346468,49585.8,0.378034,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.177949,96543.9,0.739686,1,7
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.144065,119251,0.909263,1,7
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143624,119617,0.919254,1,7
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.134479,127751,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.122814,139885,1.07658,1,8
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60477,3730.88,0.0285093,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346222,49620.9,0.37944,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346407,49594.5,0.379183,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.178336,96334.1,0.739353,1,8
tc5h,tc5h overlapped epilogue M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143419,119788,0.917351,1,8
tc5n,tc5n hybrid fallback tc5h M128N256K64 TCGen05 GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.143901,119387,0.910161,1,8
cublas_tc,cuBLAS Tensor Core,2048,fp16->fp32,cuBLAS Tensor Core,0.13141,130735,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,2048,fp16->fp32,cuBLAS Tensor Core,0.118884,144509,1.1067,1,9
tc0,tc0 CUDA WMMA Tensor Core baseline,2048,fp16->fp32,cuBLAS Tensor Core,4.60964,3726.95,0.0286568,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.348325,49321.4,0.377118,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,2048,fp16->fp32,cuBLAS Tensor Core,0.346571,49571,0.377721,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,2048,fp16->fp32,cuBLAS Tensor Core,0.179752,95575.6,0.729513,1,9
