Precision,Stage,BackendId,BackendLabel,N,Reference,TimeMs,GFLOPS,RatioToReference,Matched,Status,Reason,Trial
NVFP4,q2,nvfp4_q2_cutlass_72b_nvfp4,CUTLASS 72b block-scaled NVFP4 Tensor Core,1024,cuBLAS Tensor Core fp16->fp32,0.0166189,129220,1.25752,1,ok,,8
MXFP4,q0,mxfp4_q0_cutlass_72a_mxfp4_bf16,CUTLASS 72a MXFP4 BF16 default swizzle,1024,cuBLAS Tensor Core fp16->fp32,0.0174528,123045,1.23033,1,ok,,8
MXFP4,q1,mxfp4_q1_cutlass_72a_swizzle1,CUTLASS 72a MXFP4 BF16 swizzle tuned,1024,cuBLAS Tensor Core fp16->fp32,0.0172806,124271,1.21002,1,ok,,8
FP8,q0,fp8_q0_cuda_naive,FP8 q0 naive CUDA baseline,1024,cuBLASLt FP8 E4M3,3.51383,611.152,0.00463813,1,ok,,8
FP8,q1,fp8_q1_cuda_vec4cols,FP8 q1 register-tiled four-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.26359,948.705,0.00706134,1,ok,,8
FP8,q2,fp8_q2_cuda_vec8cols,FP8 q2 register-tiled eight-column CUDA baseline,1024,cuBLASLt FP8 E4M3,1.8118,1185.28,0.00880099,1,ok,,8
FP8,q3,fp8_q3_cuda_vec16cols,FP8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.38405,900.77,0.00674079,1,ok,,8
FP8,q4,fp8_q4_mma_m16n8k32_global,FP8 q4 warp MMA M16N8K32 global-load Tensor Core,1024,cuBLASLt FP8 E4M3,0.431187,4980.4,0.0375818,1,ok,,8
FP8,q5,fp8_q5_mma_m16n8k32_smem64,FP8 q5 warp MMA M16N8K32 shared 64x64 tile,1024,cuBLASLt FP8 E4M3,0.412406,5207.2,0.0390605,1,ok,,8
FP8,q6,fp8_q6_mma_m16n8k32_smem64x128,FP8 q6 warp MMA M16N8K32 shared 64x128 tile,1024,cuBLASLt FP8 E4M3,0.52679,4076.54,0.0301053,1,ok,,8
FP8,q7,fp8_q7_mma_m16n8k32_smem128x64,FP8 q7 warp MMA M16N8K32 shared 128x64 tile,1024,cuBLASLt FP8 E4M3,0.405005,5302.37,0.0397269,1,ok,,8
FP8,q8,fp8_q8_cublaslt_matmul,FP8 q8 cuBLASLt matmul backend,1024,cuBLASLt FP8 E4M3,0.0160064,134164,1.0094,1,ok,,8
INT8,q0,int8_q0_cuda_naive,INT8 q0 naive CUDA baseline,1024,cuBLAS INT8,3.68959,582.038,0.00476671,1,ok,,8
INT8,q1,int8_q1_cuda_vec4cols,INT8 q1 register-tiled four-column CUDA baseline,1024,cuBLAS INT8,2.33309,920.444,0.00741333,1,ok,,8
INT8,q2,int8_q2_cuda_vec8cols,INT8 q2 register-tiled eight-column CUDA baseline,1024,cuBLAS INT8,1.80945,1186.82,0.00957818,1,ok,,8
INT8,q3,int8_q3_cuda_vec16cols,INT8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLAS INT8,1.7768,1208.62,0.00991806,1,ok,,8
INT8,q4,int8_q4_wmma_m16n16k16,INT8 q4 WMMA M16N16K16 Tensor Core baseline,1024,cuBLAS INT8,0.419789,5115.63,0.0412093,1,ok,,8
INT8,q5,int8_q5_wmma_m16n16k16_8warp,INT8 q5 WMMA M16N16K16 8-warps-per-block baseline,1024,cuBLAS INT8,0.43224,4968.27,0.040992,1,ok,,8
INT8,q6,int8_q6_wmma_m32n8k16,INT8 q6 WMMA M32N8K16 Tensor Core baseline,1024,cuBLAS INT8,0.417552,5143.03,0.0413841,1,ok,,8
INT8,q7,int8_q7_wmma_m8n32k16,INT8 q7 WMMA M8N32K16 Tensor Core baseline,1024,cuBLAS INT8,0.626086,3430.01,0.0278045,1,ok,,8
INT8,q8,int8_q8_wmma_m32n64k16_smem,INT8 q8 WMMA M32N64K16 shared-memory staged baseline,1024,cuBLAS INT8,0.440064,4879.94,0.0395506,1,ok,,8
INT8,q9,int8_q9_wmma_m32n32k16_reuse_a,INT8 q9 WMMA M32N32K16 reuse-A baseline,1024,cuBLAS INT8,0.236026,9098.52,0.0735107,1,ok,,8
INT8,q10,int8_q10_wmma_m32n64k16_reuse_a,INT8 q10 WMMA M32N64K16 reuse-A baseline,1024,cuBLAS INT8,0.210835,10185.6,0.0803964,1,ok,,8
INT8,q11,int8_q11_wmma_m32n128k16_reuse_a,INT8 q11 WMMA M32N128K16 reuse-A pressure test,1024,cuBLAS INT8,0.23984,8953.82,0.0823616,1,ok,,8
INT8,q12,int8_q12_wmma_m128n64k16_4warp_reuse_a,INT8 q12 WMMA M128N64K16 4-warp reuse-A CTA,1024,cuBLAS INT8,0.197347,10881.8,0.0903504,1,ok,,8
INT8,q13,int8_q13_wmma_m128n128k16_8warp_reuse_a,INT8 q13 WMMA M128N128K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227194,9452.22,0.0768754,1,ok,,8
INT8,q14,int8_q14_wmma_m256n64k16_8warp_reuse_a,INT8 q14 WMMA M256N64K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227722,9430.3,0.0762334,1,ok,,8
INT8,q15,int8_q15_wmma_m128n64k16_4warp_reuse_a_bcol,INT8 q15 WMMA M128N64K16 4-warp reuse-A B-col layout,1024,cuBLAS INT8,0.124371,17266.7,0.140328,1,ok,,8
INT8,q16,int8_q16_wmma_m128n128k16_8warp_reuse_a_bcol,INT8 q16 WMMA M128N128K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.13633,15752.1,0.127174,1,ok,,8
INT8,q17,int8_q17_wmma_m256n64k16_8warp_reuse_a_bcol,INT8 q17 WMMA M256N64K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136813,15696.5,0.129859,1,ok,,8
INT8,q18,int8_q18_mma_m16n8k32_smem64,INT8 q18 inline MMA M16N8K32 shared 64x64 tile,1024,cuBLAS INT8,0.395907,5424.21,0.0438487,1,ok,,8
INT8,q19,int8_q19_cublas_gemmex,INT8 q19 cuBLAS GemmEx backend,1024,cuBLAS INT8,0.0174592,123000,1.02199,1,ok,,8
NVFP4,q0,nvfp4_q0_tc6_fused_epilogue,reuse GEMMsm110 tc6 fused NVFP4 epilogue,1024,cuBLAS Tensor Core quantized,0.0758371,28317.1,0.27501,1,ok,,9
NVFP4,q1,nvfp4_q1_native_fp4_mainloop,planned native FP4/NVFP4 mainloop,1024,cuBLAS/cuBLASLt precision reference,,,,0,missing,planned: replace FP16 mainloop + requant with native FP4/NVFP4 path,9
NVFP4,q2,nvfp4_q2_cutlass_72b_nvfp4,CUTLASS 72b block-scaled NVFP4 Tensor Core,1024,cuBLAS Tensor Core fp16->fp32,0.0166336,129105,1.25771,1,ok,,9
MXFP4,q0,mxfp4_q0_cutlass_72a_mxfp4_bf16,CUTLASS 72a MXFP4 BF16 default swizzle,1024,cuBLAS Tensor Core fp16->fp32,0.0177475,121002,1.17949,1,ok,,9
MXFP4,q1,mxfp4_q1_cutlass_72a_swizzle1,CUTLASS 72a MXFP4 BF16 swizzle tuned,1024,cuBLAS Tensor Core fp16->fp32,0.0173651,123667,1.20975,1,ok,,9
FP8,q0,fp8_q0_cuda_naive,FP8 q0 naive CUDA baseline,1024,cuBLASLt FP8 E4M3,3.51249,611.386,0.00456156,1,ok,,9
FP8,q1,fp8_q1_cuda_vec4cols,FP8 q1 register-tiled four-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.26419,948.455,0.00710894,1,ok,,9
FP8,q2,fp8_q2_cuda_vec8cols,FP8 q2 register-tiled eight-column CUDA baseline,1024,cuBLASLt FP8 E4M3,1.81184,1185.25,0.00885023,1,ok,,9
FP8,q3,fp8_q3_cuda_vec16cols,FP8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.38431,900.673,0.00667161,1,ok,,9
FP8,q4,fp8_q4_mma_m16n8k32_global,FP8 q4 warp MMA M16N8K32 global-load Tensor Core,1024,cuBLASLt FP8 E4M3,0.430784,4985.06,0.0367182,1,ok,,9
FP8,q5,fp8_q5_mma_m16n8k32_smem64,FP8 q5 warp MMA M16N8K32 shared 64x64 tile,1024,cuBLASLt FP8 E4M3,0.414947,5175.32,0.0385437,1,ok,,9
FP8,q6,fp8_q6_mma_m16n8k32_smem64x128,FP8 q6 warp MMA M16N8K32 shared 64x128 tile,1024,cuBLASLt FP8 E4M3,0.526512,4078.7,0.0304616,1,ok,,9
FP8,q7,fp8_q7_mma_m16n8k32_smem128x64,FP8 q7 warp MMA M16N8K32 shared 128x64 tile,1024,cuBLASLt FP8 E4M3,0.404557,5308.24,0.0395494,1,ok,,9
FP8,q8,fp8_q8_cublaslt_matmul,FP8 q8 cuBLASLt matmul backend,1024,cuBLASLt FP8 E4M3,0.0162016,132548,0.984002,1,ok,,9
INT8,q0,int8_q0_cuda_naive,INT8 q0 naive CUDA baseline,1024,cuBLAS INT8,3.69063,581.874,0.00477664,1,ok,,9
INT8,q1,int8_q1_cuda_vec4cols,INT8 q1 register-tiled four-column CUDA baseline,1024,cuBLAS INT8,2.34105,917.317,0.00756994,1,ok,,9
INT8,q2,int8_q2_cuda_vec8cols,INT8 q2 register-tiled eight-column CUDA baseline,1024,cuBLAS INT8,1.80118,1192.26,0.00981577,1,ok,,9
INT8,q3,int8_q3_cuda_vec16cols,INT8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLAS INT8,1.77482,1209.98,0.00979752,1,ok,,9
INT8,q4,int8_q4_wmma_m16n16k16,INT8 q4 WMMA M16N16K16 Tensor Core baseline,1024,cuBLAS INT8,0.418496,5131.43,0.0414589,1,ok,,9
INT8,q5,int8_q5_wmma_m16n16k16_8warp,INT8 q5 WMMA M16N16K16 8-warps-per-block baseline,1024,cuBLAS INT8,0.43088,4983.95,0.040505,1,ok,,9
INT8,q6,int8_q6_wmma_m32n8k16,INT8 q6 WMMA M32N8K16 Tensor Core baseline,1024,cuBLAS INT8,0.417184,5147.57,0.0414513,1,ok,,9
INT8,q7,int8_q7_wmma_m8n32k16,INT8 q7 WMMA M8N32K16 Tensor Core baseline,1024,cuBLAS INT8,0.626349,3428.57,0.0273688,1,ok,,9
INT8,q8,int8_q8_wmma_m32n64k16_smem,INT8 q8 WMMA M32N64K16 shared-memory staged baseline,1024,cuBLAS INT8,0.439302,4888.4,0.0394735,1,ok,,9
INT8,q9,int8_q9_wmma_m32n32k16_reuse_a,INT8 q9 WMMA M32N32K16 reuse-A baseline,1024,cuBLAS INT8,0.234426,9160.62,0.0745721,1,ok,,9
INT8,q10,int8_q10_wmma_m32n64k16_reuse_a,INT8 q10 WMMA M32N64K16 reuse-A baseline,1024,cuBLAS INT8,0.213152,10074.9,0.0829005,1,ok,,9
INT8,q11,int8_q11_wmma_m32n128k16_reuse_a,INT8 q11 WMMA M32N128K16 reuse-A pressure test,1024,cuBLAS INT8,0.239571,8963.86,0.0729971,1,ok,,9
INT8,q12,int8_q12_wmma_m128n64k16_4warp_reuse_a,INT8 q12 WMMA M128N64K16 4-warp reuse-A CTA,1024,cuBLAS INT8,0.197478,10874.5,0.0889292,1,ok,,9
INT8,q13,int8_q13_wmma_m128n128k16_8warp_reuse_a,INT8 q13 WMMA M128N128K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227043,9458.48,0.076278,1,ok,,9
INT8,q14,int8_q14_wmma_m256n64k16_8warp_reuse_a,INT8 q14 WMMA M256N64K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227754,9428.98,0.0776699,1,ok,,9
INT8,q15,int8_q15_wmma_m128n64k16_4warp_reuse_a_bcol,INT8 q15 WMMA M128N64K16 4-warp reuse-A B-col layout,1024,cuBLAS INT8,0.124093,17305.5,0.142526,1,ok,,9
INT8,q16,int8_q16_wmma_m128n128k16_8warp_reuse_a_bcol,INT8 q16 WMMA M128N128K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.135798,15813.8,0.129274,1,ok,,9
INT8,q17,int8_q17_wmma_m256n64k16_8warp_reuse_a_bcol,INT8 q17 WMMA M256N64K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136982,15677.1,0.129441,1,ok,,9
INT8,q18,int8_q18_mma_m16n8k32_smem64,INT8 q18 inline MMA M16N8K32 shared 64x64 tile,1024,cuBLAS INT8,0.396794,5412.09,0.0444765,1,ok,,9
INT8,q19,int8_q19_cublas_gemmex,INT8 q19 cuBLAS GemmEx backend,1024,cuBLAS INT8,0.017184,124970,1.0203,1,ok,,9
NVFP4,q0,nvfp4_q0_tc6_fused_epilogue,reuse GEMMsm110 tc6 fused NVFP4 epilogue,1024,cuBLAS Tensor Core quantized,0.0758576,28309.4,0.274253,1,ok,,10
NVFP4,q1,nvfp4_q1_native_fp4_mainloop,planned native FP4/NVFP4 mainloop,1024,cuBLAS/cuBLASLt precision reference,,,,0,missing,planned: replace FP16 mainloop + requant with native FP4/NVFP4 path,10
NVFP4,q2,nvfp4_q2_cutlass_72b_nvfp4,CUTLASS 72b block-scaled NVFP4 Tensor Core,1024,cuBLAS Tensor Core fp16->fp32,0.0165664,129629,1.26226,1,ok,,10
MXFP4,q0,mxfp4_q0_cutlass_72a_mxfp4_bf16,CUTLASS 72a MXFP4 BF16 default swizzle,1024,cuBLAS Tensor Core fp16->fp32,0.0178365,120398,1.1719,1,ok,,10
MXFP4,q1,mxfp4_q1_cutlass_72a_swizzle1,CUTLASS 72a MXFP4 BF16 swizzle tuned,1024,cuBLAS Tensor Core fp16->fp32,0.0169597,126623,1.23257,1,ok,,10
FP8,q0,fp8_q0_cuda_naive,FP8 q0 naive CUDA baseline,1024,cuBLASLt FP8 E4M3,3.51336,611.234,0.00463511,1,ok,,10
FP8,q1,fp8_q1_cuda_vec4cols,FP8 q1 register-tiled four-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.26095,949.815,0.00710922,1,ok,,10
FP8,q2,fp8_q2_cuda_vec8cols,FP8 q2 register-tiled eight-column CUDA baseline,1024,cuBLASLt FP8 E4M3,1.80956,1186.75,0.00889677,1,ok,,10
FP8,q3,fp8_q3_cuda_vec16cols,FP8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.38399,900.792,0.0067329,1,ok,,10
FP8,q4,fp8_q4_mma_m16n8k32_global,FP8 q4 warp MMA M16N8K32 global-load Tensor Core,1024,cuBLASLt FP8 E4M3,0.432579,4964.37,0.037054,1,ok,,10
FP8,q5,fp8_q5_mma_m16n8k32_smem64,FP8 q5 warp MMA M16N8K32 shared 64x64 tile,1024,cuBLASLt FP8 E4M3,0.415792,5164.8,0.0384577,1,ok,,10
FP8,q6,fp8_q6_mma_m16n8k32_smem64x128,FP8 q6 warp MMA M16N8K32 shared 64x128 tile,1024,cuBLASLt FP8 E4M3,0.527638,4069.99,0.0305603,1,ok,,10
FP8,q7,fp8_q7_mma_m16n8k32_smem128x64,FP8 q7 warp MMA M16N8K32 shared 128x64 tile,1024,cuBLASLt FP8 E4M3,0.403718,5319.26,0.0397029,1,ok,,10
FP8,q8,fp8_q8_cublaslt_matmul,FP8 q8 cuBLASLt matmul backend,1024,cuBLASLt FP8 E4M3,0.0158464,135519,1.00808,1,ok,,10
INT8,q0,int8_q0_cuda_naive,INT8 q0 naive CUDA baseline,1024,cuBLAS INT8,3.69099,581.818,0.00475363,1,ok,,10
INT8,q1,int8_q1_cuda_vec4cols,INT8 q1 register-tiled four-column CUDA baseline,1024,cuBLAS INT8,2.33315,920.422,0.00741863,1,ok,,10
INT8,q2,int8_q2_cuda_vec8cols,INT8 q2 register-tiled eight-column CUDA baseline,1024,cuBLAS INT8,1.80877,1187.26,0.00960827,1,ok,,10
INT8,q3,int8_q3_cuda_vec16cols,INT8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLAS INT8,1.77495,1209.89,0.00994644,1,ok,,10
INT8,q4,int8_q4_wmma_m16n16k16,INT8 q4 WMMA M16N16K16 Tensor Core baseline,1024,cuBLAS INT8,0.418576,5130.45,0.0417186,1,ok,,10
INT8,q5,int8_q5_wmma_m16n16k16_8warp,INT8 q5 WMMA M16N16K16 8-warps-per-block baseline,1024,cuBLAS INT8,0.432835,4961.44,0.0399968,1,ok,,10
INT8,q6,int8_q6_wmma_m32n8k16,INT8 q6 WMMA M32N8K16 Tensor Core baseline,1024,cuBLAS INT8,0.417178,5147.65,0.0425258,1,ok,,10
INT8,q7,int8_q7_wmma_m8n32k16,INT8 q7 WMMA M8N32K16 Tensor Core baseline,1024,cuBLAS INT8,0.626006,3430.45,0.0280023,1,ok,,10
INT8,q8,int8_q8_wmma_m32n64k16_smem,INT8 q8 WMMA M32N64K16 shared-memory staged baseline,1024,cuBLAS INT8,0.439869,4882.1,0.0412996,1,ok,,10
INT8,q9,int8_q9_wmma_m32n32k16_reuse_a,INT8 q9 WMMA M32N32K16 reuse-A baseline,1024,cuBLAS INT8,0.235878,9104.2,0.0740042,1,ok,,10
INT8,q10,int8_q10_wmma_m32n64k16_reuse_a,INT8 q10 WMMA M32N64K16 reuse-A baseline,1024,cuBLAS INT8,0.212154,10122.3,0.0809828,1,ok,,10
INT8,q11,int8_q11_wmma_m32n128k16_reuse_a,INT8 q11 WMMA M32N128K16 reuse-A pressure test,1024,cuBLAS INT8,0.239754,8957.04,0.0734354,1,ok,,10
INT8,q12,int8_q12_wmma_m128n64k16_4warp_reuse_a,INT8 q12 WMMA M128N64K16 4-warp reuse-A CTA,1024,cuBLAS INT8,0.197718,10861.3,0.0897438,1,ok,,10
INT8,q13,int8_q13_wmma_m128n128k16_8warp_reuse_a,INT8 q13 WMMA M128N128K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.226794,9468.89,0.0769263,1,ok,,10
INT8,q14,int8_q14_wmma_m256n64k16_8warp_reuse_a,INT8 q14 WMMA M256N64K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227568,9436.67,0.0786894,1,ok,,10
INT8,q15,int8_q15_wmma_m128n64k16_4warp_reuse_a_bcol,INT8 q15 WMMA M128N64K16 4-warp reuse-A B-col layout,1024,cuBLAS INT8,0.124624,17231.7,0.129696,1,ok,,10
INT8,q16,int8_q16_wmma_m128n128k16_8warp_reuse_a_bcol,INT8 q16 WMMA M128N128K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.13633,15752.1,0.132385,1,ok,,10
INT8,q17,int8_q17_wmma_m256n64k16_8warp_reuse_a_bcol,INT8 q17 WMMA M256N64K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.137738,15591.1,0.128708,1,ok,,10
INT8,q18,int8_q18_mma_m16n8k32_smem64,INT8 q18 inline MMA M16N8K32 shared 64x64 tile,1024,cuBLAS INT8,0.396941,5410.09,0.0447664,1,ok,,10
INT8,q19,int8_q19_cublas_gemmex,INT8 q19 cuBLAS GemmEx backend,1024,cuBLAS INT8,0.0171488,125226,1.03172,1,ok,,10
