Kernel Name,Block Size,Grid Size,gpu__time_duration.avg,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tmem.sum,sm__inst_executed_pipe_tmem.sum.per_cycle_active,sm__inst_executed_pipe_tmem.sum.pct_of_peak_sustained_active,sm__inst_executed_pipe_lsu.sum,sm__inst_executed_pipe_lsu.sum.per_cycle_active,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_active,gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__warps_eligible.avg.per_cycle_active,smsp__average_warps_issue_stalled_wait_per_issue_active.pct,smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.pct,smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.pct
"tcgen05_kernel(int, unsigned long long *)","(128, 1, 1)","(20, 1, 1)",310944,489674.30,1574798999.18,0,0,0,21220,0.04,0,8.30,0.91,17.43,0.17,467.09,0.00,0
