phase,case_id,valid,invalid_reason,gpu,compute_capability,driver,cuda_version,sm_clock_mhz,mem_clock_mhz,temperature_c,power_w,telemetry_status,dtype,n,q,iterations,repeat,run_order,mode,d_mode,addr_mode,collector,input_d,wait_hint,active_blocks_request,launch_blocks,interference,interference_ops,clock64_cycles,clock64_cycles_p10,clock64_cycles_p50,clock64_cycles_p90,clock64_cycles_cv,cycles_per_mma,event_ms,event_ms_p10,event_ms_p50,event_ms_p90,event_ms_cv,clock64_full_grid_tflops,event_wall_tflops,poll_count,max_abs_error,guard_ok,sass_hash,sass_utchmma,sass_trywait,sass_syncthreads,sass_ld_shared,sass_ld_global,sass_utcld,sass_utcst,notes
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_ld_shared_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,4,batch,ring,same,discard,1,0,0,20,ld_shared,32,314327.0,,,,,163.71197916666668,1.090656,,,,,100.87882440897538,18.45922013907226,2400,0.000000000,1,896c536bf1d8073b95283e4007c720b4bc296b7c6029eb44044c1d905cf52269,16,3,49,279,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_ld_shared_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,4,batch,ring,same,discard,1,0,0,20,ld_shared,32,314331.0,,,,,163.7140625,1.090272,,,,,100.87754068163814,18.46572158140354,2400,0.000000000,1,896c536bf1d8073b95283e4007c720b4bc296b7c6029eb44044c1d905cf52269,16,3,49,279,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_predicated_off_load_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,5,batch,ring,same,discard,1,0,0,20,predicated_off_load,0,314612.0,,,,,163.86041666666668,0.535232,,,,,100.78744052992258,37.61482721511419,2400,0.000000000,1,ab3b4101957f9c8010e2eb4e5341453bab7aedd5e251237bf293d698d9aeadd2,16,3,79,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_predicated_off_load_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,5,batch,ring,same,discard,1,0,0,20,predicated_off_load,0,314650.0,,,,,163.88020833333334,0.53072,,,,,100.77526852057842,37.93461561652096,2400,0.000000000,1,ab3b4101957f9c8010e2eb4e5341453bab7aedd5e251237bf293d698d9aeadd2,16,3,79,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_predicated_off_load_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,5,batch,ring,same,discard,1,0,0,20,predicated_off_load,0,314589.0,,,,,163.8484375,0.534048,,,,,100.7948092272775,37.698220384684525,2400,0.000000000,1,ab3b4101957f9c8010e2eb4e5341453bab7aedd5e251237bf293d698d9aeadd2,16,3,79,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_interference_only_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,6,batch,ring,same,discard,1,0,0,20,interference_only,32,9732.0,,,,,,0.864736,,,,,,,0,0.000000000,1,558ace589b91c158c9a26d7128e6298175865b9f41fd10a3b702f8ad74bc8b8a,0,2,79,311,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_interference_only_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,6,batch,ring,same,discard,1,0,0,20,interference_only,32,9734.0,,,,,,0.867392,,,,,,,0,0.000000000,1,558ace589b91c158c9a26d7128e6298175865b9f41fd10a3b702f8ad74bc8b8a,0,2,79,311,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_interference_only_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,6,batch,ring,same,discard,1,0,0,20,interference_only,32,9738.0,,,,,,0.868256,,,,,,,0,0.000000000,1,558ace589b91c158c9a26d7128e6298175865b9f41fd10a3b702f8ad74bc8b8a,0,2,79,311,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_l1_hit_global_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,7,batch,ring,same,discard,1,0,0,20,l1_hit_global,32,328504.0,,,,,171.09583333333333,1.14368,,,,,96.52527287338967,17.60340235030778,2400,0.000000000,1,eb18a455f469b22b7f841c99aba5df994b59bae61d488b139297d9f8a15d353f,16,3,49,39,498,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_l1_hit_global_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,7,batch,ring,same,discard,1,0,0,20,l1_hit_global,32,328962.0,,,,,171.334375,1.143584,,,,,96.39088478304485,17.604880096258782,2400,0.000000000,1,eb18a455f469b22b7f841c99aba5df994b59bae61d488b139297d9f8a15d353f,16,3,49,39,498,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
