phase,case_id,valid,invalid_reason,gpu,compute_capability,driver,cuda_version,sm_clock_mhz,mem_clock_mhz,temperature_c,power_w,telemetry_status,dtype,n,q,iterations,repeat,run_order,mode,d_mode,addr_mode,collector,input_d,wait_hint,active_blocks_request,launch_blocks,interference,interference_ops,clock64_cycles,clock64_cycles_p10,clock64_cycles_p50,clock64_cycles_p90,clock64_cycles_cv,cycles_per_mma,event_ms,event_ms_p10,event_ms_p50,event_ms_p90,event_ms_cv,clock64_full_grid_tflops,event_wall_tflops,poll_count,max_abs_error,guard_ok,sass_hash,sass_utchmma,sass_trywait,sass_syncthreads,sass_ld_shared,sass_ld_global,sass_utcld,sass_utcst,notes
calibration,v2_calibration_fp16_n256_q32_batch_ring_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,256,32,500,1,61,batch,ring,same,discard,0,10000000,0,20,none,0,2239150.0,,,,,139.946875,1.553312,,,,,236.0191608422839,216.01862343173812,10000,0.000000000,1,65bd625865446b0621f39de0b7d34a80954cabae2012572ee6d88c1436d1c296,32,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n256_q32_batch_ring_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,256,32,500,2,61,batch,ring,same,discard,0,10000000,0,20,none,0,2239182.0,,,,,139.948875,1.566048,,,,,236.01578790826295,214.26183616338707,10020,0.000000000,1,65bd625865446b0621f39de0b7d34a80954cabae2012572ee6d88c1436d1c296,32,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_ring_in0_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,0,62,batch,ring,same,discard,0,0,1,1,none,0,407854.0,,,,,101.9635,0.356288,,,,,8.0985215297631,5.886114603915932,500,0.000000000,1,6b562f2d47815fda90f30377cc3e7469b111f2ac9ee7d08840e33f9b3d3b57d2,8,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_ring_in0_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,1,62,batch,ring,same,discard,0,0,1,1,none,0,407814.0,,,,,101.9535,0.355552,,,,,8.099315864585325,5.8982989829898305,500,0.000000000,1,6b562f2d47815fda90f30377cc3e7469b111f2ac9ee7d08840e33f9b3d3b57d2,8,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_ring_in0_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,2,62,batch,ring,same,discard,0,0,1,1,none,0,406995.0,,,,,101.74875,0.355808,,,,,8.115614196734603,5.894055220793238,500,0.000000000,1,6b562f2d47815fda90f30377cc3e7469b111f2ac9ee7d08840e33f9b3d3b57d2,8,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_same_in1_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,0,63,batch,same,same,discard,1,32,0,20,none,0,432480.0,,,,,108.12,0.405888,,,,,152.7476137624861,103.33648691264584,16007,0.000000000,1,a40645c4feda1e8a24a90daa0beab71066d0e4236c24cba34ef3c327a346804c,8,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_same_in1_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,1,63,batch,same,same,discard,1,32,0,20,none,0,432008.0,,,,,108.002,0.4056,,,,,152.91450158330403,103.40986193293885,15240,0.000000000,1,a40645c4feda1e8a24a90daa0beab71066d0e4236c24cba34ef3c327a346804c,8,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_same_in1_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,2,63,batch,same,same,discard,1,32,0,20,none,0,432420.0,,,,,108.105,0.403968,,,,,152.76880810323297,103.82762991128011,16272,0.000000000,1,a40645c4feda1e8a24a90daa0beab71066d0e4236c24cba34ef3c327a346804c,8,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q4_batch_same_in1_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,4,500,0,64,batch,same,same,discard,1,0,1,1,none,0,291134.0,,,,,145.567,0.281664,,,,,5.672670316761353,3.7227902749375135,500,0.000000000,1,76b19556e3f1678a23462bc1207b326e803e328c3a631d9f688604d6ae9a5058,4,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q4_batch_same_in1_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,4,500,1,64,batch,same,same,discard,1,0,1,1,none,0,291134.0,,,,,145.567,0.297088,,,,,5.672670316761353,3.529513140887548,500,0.000000000,1,76b19556e3f1678a23462bc1207b326e803e328c3a631d9f688604d6ae9a5058,4,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q4_batch_same_in1_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,4,500,2,64,batch,same,same,discard,1,0,1,1,none,0,291134.0,,,,,145.567,0.280928,,,,,5.672670316761353,3.732543569882674,500,0.000000000,1,76b19556e3f1678a23462bc1207b326e803e328c3a631d9f688604d6ae9a5058,4,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n256_q64_batch_same_in1_same_discard_h10000000_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,256,64,500,0,65,batch,same,same,discard,1,10000000,1,1,none,0,4293632.0,,,,,134.176,2.822016,,,,,12.308514190317196,11.89023449902481,500,0.000000000,1,a90fbbc37bef1fb3e6998efc2d03670b8ed3a5c73e46fff4c4168b9c85bb7243,64,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n256_q64_batch_same_in1_same_discard_h10000000_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,256,64,500,1,65,batch,same,same,discard,1,10000000,1,1,none,0,4293632.0,,,,,134.176,2.82496,,,,,12.308514190317196,11.877843226098777,500,0.000000000,1,a90fbbc37bef1fb3e6998efc2d03670b8ed3a5c73e46fff4c4168b9c85bb7243,64,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n256_q64_batch_same_in1_same_discard_h10000000_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,256,64,500,2,65,batch,same,same,discard,1,10000000,1,1,none,0,4293632.0,,,,,134.176,2.824928,,,,,12.308514190317196,11.877977775008778,501,0.000000000,1,a90fbbc37bef1fb3e6998efc2d03670b8ed3a5c73e46fff4c4168b9c85bb7243,64,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_same_in1_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,0,66,batch,same,same,discard,1,32,1,1,none,0,432561.0,,,,,108.14025,0.372128,,,,,7.6359505364561295,5.635566256771863,813,0.000000000,1,a40645c4feda1e8a24a90daa0beab71066d0e4236c24cba34ef3c327a346804c,8,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_same_in1_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,1,66,batch,same,same,discard,1,32,1,1,none,0,432752.0,,,,,108.188,0.372096,,,,,7.632580323141198,5.636050911592708,809,0.000000000,1,a40645c4feda1e8a24a90daa0beab71066d0e4236c24cba34ef3c327a346804c,8,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_same_in1_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,2,66,batch,same,same,discard,1,32,1,1,none,0,432509.0,,,,,108.12725,0.373312,,,,,7.636868596954052,5.617692439567976,809,0.000000000,1,a40645c4feda1e8a24a90daa0beab71066d0e4236c24cba34ef3c327a346804c,8,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q16_batch_same_in1_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,16,500,0,67,batch,same,same,discard,1,32,1,1,none,0,684737.0,,,,,85.592125,0.532064,,,,,9.647541756908128,7.883081734528178,964,0.000000000,1,25d1369dc84090d21acdabe5c4ceab16cce6450b5975d160368cd19ad1213a5b,16,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q16_batch_same_in1_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,16,500,1,67,batch,same,same,discard,1,32,1,1,none,0,684742.0,,,,,85.59275,0.532064,,,,,9.64747131036215,7.883081734528178,965,0.000000000,1,25d1369dc84090d21acdabe5c4ceab16cce6450b5975d160368cd19ad1213a5b,16,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q16_batch_same_in1_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,16,500,2,67,batch,same,same,discard,1,32,1,1,none,0,684620.0,,,,,85.5775,0.532064,,,,,9.649190499839328,7.883081734528178,960,0.000000000,1,25d1369dc84090d21acdabe5c4ceab16cce6450b5975d160368cd19ad1213a5b,16,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q16_batch_same_in0_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,16,500,0,68,batch,same,same,discard,0,0,1,1,none,0,1238591.0,,,,,154.823875,0.884768,,,,,10.667005976952844,9.481138558356541,1499,0.000000000,1,1697f0c68da756b6ee0399272054a866c2e13a9a982353dd40123aee1a69a07b,16,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q16_batch_same_in0_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,16,500,1,68,batch,same,same,discard,0,0,1,1,none,0,1238613.0,,,,,154.826625,0.883808,,,,,10.666816511694938,9.491437054201816,1500,0.000000000,1,1697f0c68da756b6ee0399272054a866c2e13a9a982353dd40123aee1a69a07b,16,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q16_batch_same_in0_same_discard_h0_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,16,500,2,68,batch,same,same,discard,0,0,1,1,none,0,1238793.0,,,,,154.849125,0.884544,,,,,10.665266594176751,9.483539541277766,1500,0.000000000,1,1697f0c68da756b6ee0399272054a866c2e13a9a982353dd40123aee1a69a07b,16,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q1_batch_same_in0_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,1,500,0,69,batch,same,same,discard,0,32,0,20,none,0,215662.0,,,,,431.324,0.267008,,,,,38.28924891728723,19.63566634707574,10000,0.000000000,1,173316705a318c42b5267f8601090ae83451fcba980fd62b9c14cf0c6eaa6e34,1,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q1_batch_same_in0_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,1,500,1,69,batch,same,same,discard,0,32,0,20,none,0,215663.0,,,,,431.326,0.268224,,,,,38.289071375247495,19.54664757814364,10000,0.000000000,1,173316705a318c42b5267f8601090ae83451fcba980fd62b9c14cf0c6eaa6e34,1,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q1_batch_same_in0_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,1,500,2,69,batch,same,same,discard,0,32,0,20,none,0,215665.0,,,,,431.33,0.26752,,,,,38.28871629610738,19.598086124401913,10000,0.000000000,1,173316705a318c42b5267f8601090ae83451fcba980fd62b9c14cf0c6eaa6e34,1,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_ring_in0_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,0,70,batch,ring,same,discard,0,32,0,20,none,0,431918.0,,,,,107.9795,0.404416,,,,,152.94636481924812,103.71261275518278,15687,0.000000000,1,cbf65434819d598257eb828818f7e065f93776f520f78fc6c857ffd45717cd59,8,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_ring_in0_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,1,70,batch,ring,same,discard,0,32,0,20,none,0,432467.0,,,,,108.11675,0.403648,,,,,152.7522053705832,103.90994133502458,16200,0.000000000,1,cbf65434819d598257eb828818f7e065f93776f520f78fc6c857ffd45717cd59,8,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q8_batch_ring_in0_same_discard_h32_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,8,500,2,70,batch,ring,same,discard,0,32,0,20,none,0,432582.0,,,,,108.1455,0.40576,,,,,152.71159687643038,103.36908517350157,16424,0.000000000,1,cbf65434819d598257eb828818f7e065f93776f520f78fc6c857ffd45717cd59,8,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
control,v2_control_bf16_n128_q64_empty_same_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,64,1000,0,71,empty,same,same,discard,0,10000000,0,20,none,0,264111.0,,,,,,0.300192,,,,,,,0,0.000000000,1,515eeeffe90fd2682a458ed2cf73a34c0d47a8ab49efaf38e9fd85ab2ddd00ae,0,2,16,9,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
control,v2_control_bf16_n128_q64_empty_same_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,64,1000,1,71,empty,same,same,discard,0,10000000,0,20,none,0,264111.0,,,,,,0.3256,,,,,,,0,0.000000000,1,515eeeffe90fd2682a458ed2cf73a34c0d47a8ab49efaf38e9fd85ab2ddd00ae,0,2,16,9,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
control,v2_control_bf16_n128_q64_empty_same_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,64,1000,2,71,empty,same,same,discard,0,10000000,0,20,none,0,264115.0,,,,,,0.299744,,,,,,,0,0.000000000,1,515eeeffe90fd2682a458ed2cf73a34c0d47a8ab49efaf38e9fd85ab2ddd00ae,0,2,16,9,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q64_batch_ring_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,64,500,0,72,batch,ring,same,discard,0,10000000,0,20,none,0,2245418.0,,,,,70.1693125,1.55632,,,,,235.36032222062883,215.60111031150407,10000,0.000000000,1,31ab5d70e640cc78d7e65bb90b1ea3789c46635db5d0c6fa611bce470488f2fa,64,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q64_batch_ring_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,64,500,1,72,batch,ring,same,discard,0,10000000,0,20,none,0,2245418.0,,,,,70.1693125,1.555072,,,,,235.36032222062883,215.77413778911844,10000,0.000000000,1,31ab5d70e640cc78d7e65bb90b1ea3789c46635db5d0c6fa611bce470488f2fa,64,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n128_q64_batch_ring_in0_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,64,500,2,72,batch,ring,same,discard,0,10000000,0,20,none,0,2245419.0,,,,,70.16934375,1.557344,,,,,235.36021740263175,215.45934616886186,10000,0.000000000,1,31ab5d70e640cc78d7e65bb90b1ea3789c46635db5d0c6fa611bce470488f2fa,64,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q1_batch_same_in0_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,1,500,0,73,batch,same,same,discard,0,32,1,1,none,0,248677.0,,,,,497.354,0.255552,,,,,3.3205869461188606,2.0515902829952415,500,0.000000000,1,540003b3cc2d9ea0a0fb8c85ef6032127a1423cf7f3d00cc3cdead3433b8df19,1,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q1_batch_same_in0_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,1,500,1,73,batch,same,same,discard,0,32,1,1,none,0,248715.0,,,,,497.43,0.25568,,,,,3.3200796091912426,2.050563204005006,500,0.000000000,1,540003b3cc2d9ea0a0fb8c85ef6032127a1423cf7f3d00cc3cdead3433b8df19,1,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q1_batch_same_in0_same_discard_h32_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,1,500,2,73,batch,same,same,discard,0,32,1,1,none,0,248624.0,,,,,497.248,0.25552,,,,,3.3212948066156125,2.05184721352536,500,0.000000000,1,540003b3cc2d9ea0a0fb8c85ef6032127a1423cf7f3d00cc3cdead3433b8df19,1,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q4_batch_same_in1_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,4,500,0,74,batch,same,same,discard,1,10000000,0,20,none,0,447271.0,,,,,223.6355,0.417856,,,,,147.6963362256887,100.3767805176903,10000,0.000000000,1,6ad6d760b96d0f9a8721672e2f01b4c400fb19b14d0f57e0caebaa2d3f0dd80a,4,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q4_batch_same_in1_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,4,500,1,74,batch,same,same,discard,1,10000000,0,20,none,0,447270.0,,,,,223.635,0.414016,,,,,147.69666644308805,101.30777554490646,10000,0.000000000,1,6ad6d760b96d0f9a8721672e2f01b4c400fb19b14d0f57e0caebaa2d3f0dd80a,4,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_bf16_n256_q4_batch_same_in1_same_discard_h10000000_b0_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,256,4,500,2,74,batch,same,same,discard,1,10000000,0,20,none,0,447267.0,,,,,223.6335,0.413536,,,,,147.69765710414583,101.42536562717636,10000,0.000000000,1,6ad6d760b96d0f9a8721672e2f01b4c400fb19b14d0f57e0caebaa2d3f0dd80a,4,3,19,10,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q4_batch_ring_in0_same_discard_h10000000_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,4,500,0,75,batch,ring,same,discard,0,10000000,1,1,none,0,319589.0,,,,,159.7945,0.298944,,,,,5.167597132567142,3.507600085634768,500,0.000000000,1,31683145226323dc435335d8f44f5724a76e1c9c27fb2ea302b6b1ee009b4463,4,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q4_batch_ring_in0_same_discard_h10000000_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,4,500,1,75,batch,ring,same,discard,0,10000000,1,1,none,0,319589.0,,,,,159.7945,0.300736,,,,,5.167597132567142,3.4866992977229194,500,0.000000000,1,31683145226323dc435335d8f44f5724a76e1c9c27fb2ea302b6b1ee009b4463,4,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
calibration,v2_calibration_fp16_n128_q4_batch_ring_in0_same_discard_h10000000_b1_none_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,fp16,128,4,500,2,75,batch,ring,same,discard,0,10000000,1,1,none,0,319589.0,,,,,159.7945,0.299776,,,,,5.167597132567142,3.4978650725875324,500,0.000000000,1,31683145226323dc435335d8f44f5724a76e1c9c27fb2ea302b6b1ee009b4463,4,3,17,7,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
